Unnamed: 0,product_name,link, product_images,price,details,product_images
411,TANK TOP WITH SLOGAN,https://www.zara.com/in/en/tank-top-with-slogan-p06224340.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/6224/340/832/2/w/448/6224340832_1_1_1.jpg?ts=1688986167285': 'Image 0 of TANK TOP WITH SLOGAN from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/6224/340/832/2/w/448/6224340832_2_1_1.jpg?ts=1688986169095': 'Image 1 of TANK TOP WITH SLOGAN from Zara'}]","₹ 1,990.00",Loose-fitting tank top made of cotton. Round neck. Contrast slogan print on the front.Zara Athleticz.,
412,T-SHIRT WITH A PASSO STELVIO PRINT,https://www.zara.com/in/en/t-shirt-with-a-passo-stelvio-print-p01501404.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/1501/404/406/2/w/448/1501404406_1_1_1.jpg?ts=1684491174922': 'Image 0 of T-SHIRT WITH A PASSO STELVIO PRINT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/1501/404/406/2/w/448/1501404406_2_1_1.jpg?ts=1684491174867': 'Image 1 of T-SHIRT WITH A PASSO STELVIO PRINT from Zara'}]","₹ 2,290.00",T-shirt made of stretchy cotton fabric. Round neck and short sleeves. Contrast graphic prints on the front and back.Zara Athleticz.,
413,RIBBED TANK TOP,https://www.zara.com/in/en/ribbed-tank-top-p00761308.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/0761/308/803/2/w/448/0761308803_1_1_1.jpg?ts=1687940544921': 'Image 0 of RIBBED TANK TOP from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0761/308/803/2/w/448/0761308803_2_1_1.jpg?ts=1687940545415': 'Image 1 of RIBBED TANK TOP from Zara'}]","₹ 1,590.00",Sleeveless top with a wide round neck.Zara Athleticz.,
417,TANK TOP - LIMITED EDITION,https://www.zara.com/in/en/tank-top---limited-edition-p06085900.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/6085/900/712/2/w/448/6085900712_1_1_1.jpg?ts=1688477975635': 'Image 0 of TANK TOP - LIMITED EDITION from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/6085/900/712/2/w/448/6085900712_2_1_1.jpg?ts=1688477959165': 'Image 1 of TANK TOP - LIMITED EDITION from Zara'}]","₹ 2,590.00",Sleeveless T-shirt in open textured fabric with a wide round neck.,
421,OVERSIZE T-SHIRT WITH TOPSTITCHING,https://www.zara.com/in/en/oversize-t-shirt-with-topstitching-p03992380.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/3992/380/706/2/w/448/3992380706_1_1_1.jpg?ts=1691571263808': 'Image 0 of OVERSIZE T-SHIRT WITH TOPSTITCHING from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/3992/380/706/2/w/448/3992380706_2_1_1.jpg?ts=1691571264755': 'Image 1 of OVERSIZE T-SHIRT WITH TOPSTITCHING from Zara'}]","₹ 2,590.00",Oversize T-shirt with a round neck and sleeves falling below the elbow. Trims with contrast topstitching detail.,
422,LYOCELL - COTTON T-SHIRT,https://www.zara.com/in/en/lyocell---cotton-t-shirt-p00722344.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/0722/344/832/2/w/448/0722344832_1_1_1.jpg?ts=1691486099361': 'Image 0 of LYOCELL - COTTON T-SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0722/344/832/2/w/448/0722344832_2_1_1.jpg?ts=1691507788927': 'Image 1 of LYOCELL - COTTON T-SHIRT from Zara'}]","₹ 2,590.00",T-shirt made of a lyocell and cotton blend. Featuring a round neck and short sleeves.,
424,BOXY FIT T-SHIRT,https://www.zara.com/in/en/boxy-fit-t-shirt-p05644310.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/5644/310/800/2/w/448/5644310800_1_1_1.jpg?ts=1691142187387': 'Image 0 of BOXY FIT T-SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5644/310/800/2/w/448/5644310800_2_1_1.jpg?ts=1691142188233': 'Image 1 of BOXY FIT T-SHIRT from Zara'}]","₹ 2,290.00","Boxy fit T-shirt with a round neck, short sleeves and side vents at the hem.",
426,TERRY TANK TOP,https://www.zara.com/in/en/terry-tank-top-p01198311.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/1198/311/406/2/w/448/1198311406_1_1_1.jpg?ts=1689756837363': 'Image 0 of TERRY TANK TOP from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/1198/311/406/2/w/448/1198311406_2_1_1.jpg?ts=1689756841822': 'Image 1 of TERRY TANK TOP from Zara'}]","₹ 1,990.00",Loose-fitting round neck tank top made of a cotton blend fabric.,
427,TERRY SWEATSHIRT,https://www.zara.com/in/en/terry-sweatshirt-p02795307.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/2795/307/615/2/w/448/2795307615_1_1_1.jpg?ts=1689763222608': 'Image 0 of TERRY SWEATSHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/2795/307/615/2/w/448/2795307615_2_1_1.jpg?ts=1689763226114': 'Image 1 of TERRY SWEATSHIRT from Zara'}]","₹ 2,990.00",Loose-fitting sweatshirt made of a cotton blend fabric. Round neckline and short sleeves.,
0,TECHNICAL TRAINING TROUSERS,https://www.zara.com/in/en/technical-training-trousers-p01698303.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/1698/303/800/3/w/448/1698303800_1_1_1.jpg?ts=1693233016475': 'Image 0 of TECHNICAL TRAINING TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/1698/303/800/3/w/448/1698303800_2_1_1.jpg?ts=1693233017047': 'Image 1 of TECHNICAL TRAINING TROUSERS from Zara'}]","₹ 3,290.00",Trousers made of lightweight and stretchy technical fabric.- Elastic waistband with drawstrings. - Front pockets with autolock zip fastening. - Hem with elasticated cuffs. - Printed logo detail.Zara Athleticz.View more,
1,BASIC TRAINING SHORTS,https://www.zara.com/in/en/basic-training-shorts-p01943300.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/1943/300/712/613/w/448/1943300712_1_1_1.jpg?ts=1692610027401': 'Image 0 of BASIC TRAINING SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/1943/300/712/613/w/0/1943300712_2_1_1.jpg?ts=1692610027322': 'Image 1 of BASIC TRAINING SHORTS from Zara'}]","₹ 2,290.00",Workout shorts made of lightweight stretchy technical fabric.- Elasticated waistband with drawstrings.- Side pockets.- Security pocket on the back with a thermo-sealed zip closure.- Lining.- Inner leg length: 18 cm. / 7.0″- Side slits at the hem.- Logo print on the leg.Zara Athleticz.View more,
2,COTTON HOODIE,https://www.zara.com/in/en/cotton-hoodie-p00761331.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/0761/331/712/3/w/448/0761331712_1_1_1.jpg?ts=1693233015377': 'Image 0 of COTTON HOODIE from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0761/331/712/3/w/448/0761331712_2_1_1.jpg?ts=1693233017265': 'Image 1 of COTTON HOODIE from Zara'}]","₹ 3,990.00",Hoodie made of compact cotton fabric. Adjustable hood and long sleeves. Front pouch pocket. Ribbed trims.Zara Athleticz.,
3,JOGGER WAIST COTTON TROUSERS,https://www.zara.com/in/en/jogger-waist-cotton-trousers-p00761335.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/0761/335/800/3/w/448/0761335800_1_1_1.jpg?ts=1693233016350': 'Image 0 of JOGGER WAIST COTTON TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0761/335/800/3/w/448/0761335800_2_1_1.jpg?ts=1693233016725': 'Image 1 of JOGGER WAIST COTTON TROUSERS from Zara'}]","₹ 3,290.00",Trousers made of compact cotton fabric. Adjustable elastic waistband with drawstring. Side welt pockets with zip closures. Cuffed hems.Zara Athleticz.View more,
6,T-SHIRT WITH PRINTED LOGO,https://www.zara.com/in/en/t-shirt-with-printed-logo-p04274303.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/4274/303/250/2/w/448/4274303250_6_1_1.jpg?ts=1692692960490': 'Image 0 of T-SHIRT WITH PRINTED LOGO from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/4274/303/250/2/w/448/4274303250_6_2_1.jpg?ts=1692692960207': 'Image 1 of T-SHIRT WITH PRINTED LOGO from Zara'}]","₹ 2,290.00",T-shirt made of a cotton fabric. Round neck and short sleeves. Contrast prints on the front and back.Zara Athleticz.,
9,CROSS TRAINING SNEAKERS,https://www.zara.com/in/en/cross-training-sneakers-p12328220.html,"[{'https://static.zara.net/photos///2023/I/1/2/p/2328/220/800/2/w/448/2328220800_6_1_1.jpg?ts=1692800354201': 'Image 0 of CROSS TRAINING SNEAKERS from Zara'}, {'https://static.zara.net/photos///2023/I/1/2/p/2328/220/800/2/w/448/2328220800_6_2_1.jpg?ts=1692800354609': 'Image 1 of CROSS TRAINING SNEAKERS from Zara'}]","₹ 8,590.00","Sneakers. Designed for training, with improved shock absorption, a stabilising heel that holds the entire back of the foot and a reinforced toecap. Made of a special fabric that is highly resistant to friction thanks to the form of the threads, which also helps breathability. Replaceable insole. ATHLETICZ Collection.View more",
11,TECHNICAL BACKPACK,https://www.zara.com/in/en/technical-backpack-p13241220.html,"[{'https://static.zara.net/photos///2023/I/1/2/p/3241/220/802/2/w/448/3241220802_6_1_1.jpg?ts=1692887333245': 'Image 0 of TECHNICAL BACKPACK from Zara'}, {'https://static.zara.net/photos///2023/I/1/2/p/3241/220/802/2/w/448/3241220802_6_2_1.jpg?ts=1692887333233': 'Image 1 of TECHNICAL BACKPACK from Zara'}]","₹ 4,990.00","Multi-pocket backpack. The main compartment has zip closure and its interior has three small pockets with zip closure. Featuring two large front pockets, one with zip and the other with adjustable fastening. Side pockets with adjustable fastening. Top handle and two adjustable shoulder straps. Ergonomic padded back for improved comfort during use. Adjustable strap on the chest with clip buckle fastening.Height x Length x Width 44 x 27 x 17 cm. / 17.3 x 10.6 x 6.6″View more",
12,REFLECTIVE EFFECT JACKET,https://www.zara.com/in/en/reflective-effect-jacket-p01732314.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/1732/314/446/3/w/448/1732314446_1_1_1.jpg?ts=1693233018145': 'Image 0 of REFLECTIVE EFFECT JACKET from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/1732/314/446/3/w/448/1732314446_2_1_1.jpg?ts=1693233018361': 'Image 1 of REFLECTIVE EFFECT JACKET from Zara'}]","₹ 7,590.00",Jacket made of a very lightweight and reflective technical fabric.- High neck with stow-away hood on the inside.- Long sleeves with elastic cuffs.- Thermo-sealed inner seams.- Pocket with autolock zip fastening on the chest and hip pockets.- Adjustable hem with elastic at the sides.- Logo print on the front.Zara Athleticz.View more,
14,HATTHANAN™ PRINT T-SHIRT,https://www.zara.com/in/en/hatthanan--print-t-shirt-p00761314.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/0761/314/250/2/w/448/0761314250_1_1_1.jpg?ts=1691052738825': 'Image 0 of HATTHANAN™ PRINT T-SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0761/314/250/2/w/448/0761314250_2_1_1.jpg?ts=1691052740956': 'Image 1 of HATTHANAN™ PRINT T-SHIRT from Zara'}]","₹ 2,290.00",T-shirt made of cotton. Round neck and short sleeves. Contrast Hatthanan™ graphic print on the back.Zara Athleticz.,
16,TECHNICAL TRAINING SWEATSHIRT,https://www.zara.com/in/en/technical-training-sweatshirt-p01698302.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/1698/302/712/2/w/448/1698302712_1_1_1.jpg?ts=1692607575495': 'Image 0 of TECHNICAL TRAINING SWEATSHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/1698/302/712/2/w/448/1698302712_2_1_1.jpg?ts=1692607575297': 'Image 1 of TECHNICAL TRAINING SWEATSHIRT from Zara'}]","₹ 3,990.00",Sweatshirt made of an elastic and lightweight technical fabric.- Round neck and long sleeves with ribbed cuffs. - Adjustable hem with elastic side gores. - Printed front logo detail.Zara Athleticz.View more,
18,TRAINING TANK TOP,https://www.zara.com/in/en/training-tank-top-p00765305.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/0765/305/426/612/w/448/0765305426_1_1_1.jpg?ts=1692608988130': 'Image 0 of TRAINING TANK TOP from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/0765/305/426/612/w/448/0765305426_2_1_1.jpg?ts=1692608987575': 'Image 1 of TRAINING TANK TOP from Zara'}]","₹ 1,990.00",T-shirt made of lightweight textured stretch fabric that moves in every direction.- Sleeveless with a round neck.- Printed logo detail.Zara Athleticz.View more,
19,2-IN-1 TRAINING SHORTS,https://www.zara.com/in/en/2-in-1-training-shorts-p01943317.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/1943/317/420/2/w/448/1943317420_6_1_1.jpg?ts=1690904701660': 'Image 0 of 2-IN-1 TRAINING SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/1943/317/420/2/w/448/1943317420_6_2_1.jpg?ts=1690904700830': 'Image 1 of 2-IN-1 TRAINING SHORTS from Zara'}]","₹ 3,290.00","Training shorts made of lightweight, stretchy technical fabric. Inner mesh. Designed to practise any sport.- Elasticated waistband with inner drawstrings.- Front pockets.- Reflective effect seams.- Inner leg length: 12 cm. / 4.7″- Side slits at the hem.- Printed logo detail.Zara Athleticz.View more",
21,SPORTS BACKPACK,https://www.zara.com/in/en/sports-backpack-p13239220.html,"[{'https://static.zara.net/photos///2023/I/1/2/p/3239/220/400/2/w/448/3239220400_1_1_1.jpg?ts=1691052738259': 'Image 0 of SPORTS BACKPACK from Zara'}, {'https://static.zara.net/photos///2023/I/1/2/p/3239/220/400/2/w/448/3239220400_2_1_1.jpg?ts=1691052740641': 'Image 1 of SPORTS BACKPACK from Zara'}]","₹ 4,990.00",Multi-pocket backpack. Combination of materials and colours on the exterior. The main compartment fastens with a zip and features an inside pocket without closure for electronic devices of up to 13 inches. On the front it has a flat pocket with zip closure. Adjustable mesh pockets on the sides. Top handle and two adjustable shoulder straps with zip pockets. Ergonomic padded back for improved comfort during use. Adjustable chest strap with clip buckle fastening. Height x Length x Width: 39 x 26 x 13 cm.View more,
24,TECHNICAL WINDBREAKER JACKET,https://www.zara.com/in/en/technical-windbreaker-jacket-p01732313.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/1732/313/737/2/w/448/1732313737_1_1_1.jpg?ts=1688986167858': 'Image 0 of TECHNICAL WINDBREAKER JACKET from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/1732/313/737/2/w/448/1732313737_2_1_1.jpg?ts=1688986168028': 'Image 1 of TECHNICAL WINDBREAKER JACKET from Zara'}]","₹ 5,990.00",Jacket made of very lightweight technical fabric. - High neck with adjustable hood. - Long sleeves featuring adjustable cuffs with tabs.- Hip welt pockets.- Adjustable hem with elastic at the sides.- Logo print on the front.Zara Athleticz.View more,
25,CONTRAST PRINTED T-SHIRT,https://www.zara.com/in/en/contrast-printed-t-shirt-p06224339.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/6224/339/321/2/w/448/6224339321_1_1_1.jpg?ts=1688986168006': 'Image 0 of CONTRAST PRINTED T-SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/6224/339/321/2/w/448/6224339321_2_1_1.jpg?ts=1688986167598': 'Image 1 of CONTRAST PRINTED T-SHIRT from Zara'}]","₹ 2,290.00",Loose-fitting T-shirt made of a cotton fabric. Round neck and short sleeves. Contrast prints on the front and back.Zara Athleticz.,
30,CONTRAST PRINTED T-SHIRT,https://www.zara.com/in/en/contrast-printed-t-shirt-p06224386.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/6224/386/250/3/w/448/6224386250_1_1_1.jpg?ts=1693233017533': 'Image 0 of CONTRAST PRINTED T-SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/6224/386/250/3/w/448/6224386250_2_1_1.jpg?ts=1693233017654': 'Image 1 of CONTRAST PRINTED T-SHIRT from Zara'}]","₹ 2,290.00",Loose-fitting T-shirt made of cotton fabric. Round neck and short sleeves. Contrast reflective-effect prints on the front and back.Zara Athleticz.,
32,TECHNICAL BUCKET HAT,https://www.zara.com/in/en/technical-bucket-hat-p05875301.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/5875/301/250/2/w/448/5875301250_1_1_1.jpg?ts=1691052738297': 'Image 0 of TECHNICAL BUCKET HAT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5875/301/250/2/w/448/5875301250_2_1_1.jpg?ts=1691052740048': 'Image 1 of TECHNICAL BUCKET HAT from Zara'}]","₹ 1,990.00",Bucket hat made of breathable stretch fabric. Adjustable matching drawstring.Zara Athleticz.,
33,ROLLTOP SPORTS BACKPACK,https://www.zara.com/in/en/rolltop-sports-backpack-p13240220.html,"[{'https://static.zara.net/photos///2023/I/1/2/p/3240/220/800/2/w/448/3240220800_6_1_1.jpg?ts=1692268022274': 'Image 0 of ROLLTOP SPORTS BACKPACK from Zara'}, {'https://static.zara.net/photos///2023/I/1/2/p/3240/220/800/2/w/448/3240220800_6_2_1.jpg?ts=1692268022277': 'Image 1 of ROLLTOP SPORTS BACKPACK from Zara'}]","₹ 4,990.00","Multi-pocket backpack. Combination of materials on the exterior. The main compartment fastens with a zip and rolls up with clip buckles on both sides. It also opens from the front with a zip closure. Two small front pockets with thermo-sealed zip fastening. Featuring two adjustable mesh pockets on the sides. Top handle and two adjustable, breathable shoulder straps. Each compartment has a thermo-sealed zip closure. Ergonomic padded back for improved comfort during use. Adjustable chest with clip buckle fastening.Height x Length x Width 44 x 27 x 14 cm. / 17.3 x 10.6 x 5.5″View more",
34,PACK OF 3 TRAINING SOCKS,https://www.zara.com/in/en/pack-of-3-training-socks-p02496300.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/2496/300/803/2/w/448/2496300803_6_1_1.jpg?ts=1690965973334': 'Image 0 of PACK OF 3 TRAINING SOCKS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/2496/300/803/2/w/448/2496300803_6_2_1.jpg?ts=1690965973781': 'Image 1 of PACK OF 3 TRAINING SOCKS from Zara'}]",₹ 990.00,Pack of 3 pairs of socks made of a spun cotton blend fabric. Ribbed trims.Zara Athleticz.,
35,PACK OF 2 TRAINING SOCKS,https://www.zara.com/in/en/pack-of-2-training-socks-p02496310.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/2496/310/802/2/w/448/2496310802_6_1_1.jpg?ts=1690965973365': 'Image 0 of PACK OF 2 TRAINING SOCKS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/2496/310/802/2/w/448/2496310802_6_2_1.jpg?ts=1690965973553': 'Image 1 of PACK OF 2 TRAINING SOCKS from Zara'}]",₹ 990.00,Pack of 2 pairs of seamless socks with ribbed trims.Zara Athleticz.,
37,TRAINING TANK TOP,https://www.zara.com/in/en/training-tank-top-p00765400.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/0765/400/250/2/w/448/0765400250_1_1_1.jpg?ts=1689863398783': 'Image 0 of TRAINING TANK TOP from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/0765/400/250/2/w/448/0765400250_2_1_1.jpg?ts=1689863394084': 'Image 1 of TRAINING TANK TOP from Zara'}]","₹ 2,290.00","T-shirt made of lightweight textured stretch fabric that moves in every direction.- Sleeveless and with a round neckline. Its seams are flat, to avoid skin abrasions.- Printed logo detail.Zara Athleticz.View more",
38,TEXTURED TRAINING T-SHIRT,https://www.zara.com/in/en/textured-training-t-shirt-p01943316.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/1943/316/832/2/w/448/1943316832_1_1_1.jpg?ts=1689863847212': 'Image 0 of TEXTURED TRAINING T-SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/1943/316/832/2/w/448/1943316832_2_1_1.jpg?ts=1689863847463': 'Image 1 of TEXTURED TRAINING T-SHIRT from Zara'}]","₹ 2,590.00","T-shirt made of a textured technical fabric, lightweight and elastic that moves in every direction.- Round neck T-shirt with short sleeves.- Side slits at the hem.- Printed logo detail on the hem.Zara Athleticz.View more",
40,NYLON TOILETRY BAG,https://www.zara.com/in/en/nylon-toiletry-bag-p13714220.html,"[{'https://static.zara.net/photos///2023/I/1/2/p/3714/220/800/612/w/448/3714220800_6_1_1.jpg?ts=1692352453966': 'Image 0 of NYLON TOILETRY BAG from Zara'}, {'https://static.zara.net/photos///2023/I/1/2/p/3714/220/800/612/w/448/3714220800_6_2_1.jpg?ts=1692352454613': 'Image 1 of NYLON TOILETRY BAG from Zara'}]","₹ 2,590.00",Toiletry bag. Combination of materials on the upper. Main compartment with zip closure. Six small pockets on the inside without fastening. Side pockets with technical clasp fastening. Two handles on each side in different sizes.Height x Length x Width: 13.5 x 25 x 14 cm. / 5.3 x 9.8 x 5.5″View more,
43,HATTHANAN™ PRINT HOODIE,https://www.zara.com/in/en/hatthanan--print-hoodie-p00761324.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/0761/324/712/612/w/448/0761324712_1_1_1.jpg?ts=1692609546383': 'Image 0 of HATTHANAN™ PRINT HOODIE from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/0761/324/712/612/w/448/0761324712_2_1_1.jpg?ts=1692609546956': 'Image 1 of HATTHANAN™ PRINT HOODIE from Zara'}]","₹ 3,990.00",Adjustable hoodie with long sleeves. Contrast Hatthanan™ graphic print on the back. Ribbed trims.Zara Athleticz.,
47,RUNNING SNEAKERS,https://www.zara.com/in/en/running-sneakers-p12314220.html,"[{'https://static.zara.net/photos///2023/I/1/2/p/2314/220/802/2/2314220802_16_1_1/w/448/poster.jpg?ts=1690899229192': 'Image 0 of RUNNING SNEAKERS from Zara'}, {'https://static.zara.net/photos///2023/I/1/2/p/2314/220/802/2/w/448/2314220802_6_1_1.jpg?ts=1692352705942': 'Image 1 of RUNNING SNEAKERS from Zara'}]","₹ 3,990.00",Running sneakers with Spume Foam technology that guarantees lightness and comfort. Contrast colours and materials on the upper. Six-eyelet facing. Slightly chunky track sole.ATHLETICZ Collection.View more,
48,NYLON BELT BAG,https://www.zara.com/in/en/nylon-belt-bag-p13640220.html,"[{'https://static.zara.net/photos///2023/I/1/2/p/3640/220/202/612/w/448/3640220202_6_1_1.jpg?ts=1692352453916': 'Image 0 of NYLON BELT BAG from Zara'}, {'https://static.zara.net/photos///2023/I/1/2/p/3640/220/202/612/w/448/3640220202_6_2_1.jpg?ts=1692352454902': 'Image 1 of NYLON BELT BAG from Zara'}]","₹ 2,590.00",Soft belt bag. Technical fabric upper. Main compartment with zip closure. Front pocket with technical clasp. Adjustable handle with clip buckle. Height x Length: 18.5 x 37 cm. / 7.2 x 14.5″View more,
49,MONOCHROME SLIDES,https://www.zara.com/in/en/monochrome-slides-p12770220.html,"[{'https://static.zara.net/photos///2023/I/1/2/p/2770/220/800/2/2770220800_16_1_1/w/37/poster.jpg?ts=1688026448552': 'Image 0 of MONOCHROME SLIDES from Zara'}, {'https://static.zara.net/photos///2023/I/1/2/p/2770/220/800/612/w/448/2770220800_6_1_1.jpg?ts=1692346963193': 'Image 1 of MONOCHROME SLIDES from Zara'}]","₹ 2,590.00",Monochrome slider sandals. Wide strap across the instep. Matching chunky sole.ATHLETICZ Collection.,
51,TECHNICAL ANORAK WINDBREAKER,https://www.zara.com/in/en/technical-anorak-windbreaker-p01732312.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/1732/312/700/612/w/448/1732312700_1_1_1.jpg?ts=1688385094142': 'Image 0 of TECHNICAL ANORAK WINDBREAKER from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/1732/312/700/612/w/448/1732312700_2_1_1.jpg?ts=1688385092213': 'Image 1 of TECHNICAL ANORAK WINDBREAKER from Zara'}]","₹ 5,990.00",Anorak windbreaker made of very lightweight technical fabric. - High neck with adjustable hood and autolock zip fastening at the front. - Long sleeves with elastic cuffs.- Pocket with a zip on the chest.- Adjustable hem with elastic at the sides.- Logo print on the front.Zara Athleticz.View more,
52,SLOGAN PRINT T-SHIRT,https://www.zara.com/in/en/slogan-print-t-shirt-p06224372.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/6224/372/712/2/w/448/6224372712_1_1_1.jpg?ts=1687950692365': 'Image 0 of SLOGAN PRINT T-SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/6224/372/712/2/w/448/6224372712_2_1_1.jpg?ts=1687950693370': 'Image 1 of SLOGAN PRINT T-SHIRT from Zara'}]","₹ 2,290.00",T-shirt made of cotton. Round neck and short sleeves. Contrast slogan prints on the front and back.Zara Athleticz.,
56,WORKOUT T-SHIRT,https://www.zara.com/in/en/workout-t-shirt-p04387404.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/4387/404/712/2/w/448/4387404712_1_1_1.jpg?ts=1687950693431': 'Image 0 of WORKOUT T-SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/4387/404/712/2/w/448/4387404712_2_1_1.jpg?ts=1687950694503': 'Image 1 of WORKOUT T-SHIRT from Zara'}]","₹ 2,290.00",T-shirt made of lightweight textured stretch fabric that moves in every direction.- Round neck T-shirt with short sleeves. - Printed logo detail on the hem.Zara Athleticz.View more,
57,RUNNING SNEAKERS,https://www.zara.com/in/en/running-sneakers-p12383220.html,"[{'https://static.zara.net/photos///2023/I/1/1/p/2383/220/600/2/w/448/2383220600_2_1_1.jpg?ts=1692954206490': 'Image 0 of RUNNING SNEAKERS from Zara'}, {'https://static.zara.net/photos///2023/I/1/1/p/2383/220/600/2/w/448/2383220600_2_2_1.jpg?ts=1692954206604': 'Image 1 of RUNNING SNEAKERS from Zara'}]","₹ 5,990.00",Running sneakers with Spume Foam technology that guarantees lightness and comfort. Contrast colours and materials on the upper. Six-eyelet facing that can be adjusted with a technical piece. Chunky track sole.ATHLETICZ Collection.View more,
58,TRAINING SHORTS,https://www.zara.com/in/en/training-shorts-p00765304.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/0765/304/641/612/w/448/0765304641_1_1_1.jpg?ts=1688385051022': 'Image 0 of TRAINING SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0765/304/641/2/w/448/0765304641_2_1_1.jpg?ts=1687945120721': 'Image 1 of TRAINING SHORTS from Zara'}]","₹ 2,990.00",Workout shorts made of lightweight stretchy technical fabric.- Elastic waistband with drawstrings.- Security pocket on the back with a thermo-sealed zip closure.- Lining.- Inner leg length: 7 cm. / 2.7″- Side slits at the hem.- Logo print on the leg.Zara Athleticz.View more,
59,WORKOUT T-SHIRT,https://www.zara.com/in/en/workout-t-shirt-p05320450.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/5320/450/250/2/w/448/5320450250_1_1_1.jpg?ts=1688985619667': 'Image 0 of WORKOUT T-SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5320/450/250/2/w/448/5320450250_2_1_1.jpg?ts=1688985619771': 'Image 1 of WORKOUT T-SHIRT from Zara'}]","₹ 2,290.00",T-shirt made of lightweight textured stretch fabric that moves in every direction.- Round neck T-shirt with short sleeves.- Printed logo detail on the hem.Zara Athleticz.View more,
